Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
360,graveke01,27,OAK,34.1,,7,158,144,32,44,5,1,9,1,3,13,27,0.306,0.367,0.542,0.909,0.324,78,3,1,0,0,0,2
361,gravebr01,25,MIA,33.1,,21,148,132,22,41,11,0,3,3,0,12,21,0.311,0.385,0.462,0.847,0.352,61,7,4,0,0,2,1
362,grayjo02,26,COL,172.1,,31,743,677,102,180,36,4,27,12,4,52,183,0.266,0.322,0.451,0.773,0.326,305,12,6,4,3,1,4
363,grayso01,28,NYY,130.1,,30,582,511,73,138,34,0,14,7,1,57,123,0.27,0.349,0.419,0.768,0.327,214,6,8,1,5,0,1
364,greench03,27,NYY,75.2,,63,298,279,22,64,13,0,9,8,6,15,94,0.229,0.268,0.373,0.641,0.307,104,2,1,0,3,2,0
365,greensh02,29,DET,63.1,,66,279,254,39,68,6,4,12,1,2,19,65,0.268,0.323,0.465,0.787,0.311,118,3,3,0,3,1,4
366,gregelu01,34,STL,12.2,,17,57,51,10,14,5,0,2,0,0,6,12,0.275,0.351,0.49,0.841,0.324,25,2,0,0,0,0,1
367,greinza01,34,ARI,207.2,,33,839,784,77,181,37,2,28,2,5,43,199,0.231,0.275,0.39,0.665,0.273,306,7,6,3,3,3,4
368,grimmju01,29,TOT,17.1,,21,83,64,20,19,4,0,3,3,1,14,11,0.297,0.407,0.5,0.907,0.302,32,2,0,2,3,1,2
369,grimmju01,29,KCR,12.2,,16,67,49,19,17,3,0,2,3,1,14,8,0.347,0.477,0.531,1.008,0.366,26,2,0,2,2,1,2
370,grimmju01,29,SEA,4.2,,5,16,15,1,2,1,0,1,0,0,0,3,0.133,0.125,0.4,0.525,0.083,6,0,0,0,1,0,0
371,gsellro01,24,NYM,80,,68,345,304,44,76,14,1,8,6,0,28,70,0.25,0.319,0.382,0.7,0.294,116,7,5,3,5,6,7
372,guduare01,26,HOU,3.1,,3,11,11,1,1,0,0,1,0,0,0,4,0.091,0.091,0.364,0.455,0,4,0,0,0,0,0,1
373,guerrja01,32,MIA,35.2,,32,162,144,27,42,11,2,4,0,0,12,30,0.292,0.356,0.479,0.835,0.342,69,3,3,2,1,2,2
374,guerrju02,33,MIL,141,,31,611,542,74,143,33,1,19,8,4,55,136,0.264,0.334,0.434,0.767,0.317,235,10,4,5,4,0,5
375,guerrta01,27,MIA,58,,60,268,233,40,64,11,1,8,4,1,30,68,0.275,0.363,0.433,0.797,0.354,101,3,3,0,1,1,1
376,guerrta02,25,TOR,9.2,,9,44,37,5,9,0,0,1,1,0,4,8,0.243,0.364,0.324,0.688,0.286,12,1,3,0,0,0,0
377,guilmpr01,30,TOT,10,,8,52,46,13,18,8,0,6,0,0,4,8,0.391,0.431,0.957,1.388,0.364,44,0,0,1,1,1,0
378,guilmpr01,30,STL,2,,2,13,12,5,7,3,0,2,0,0,0,3,0.583,0.538,1.333,1.872,0.625,16,0,0,0,1,0,0
379,guilmpr01,30,TOR,8,,6,39,34,8,11,5,0,4,0,0,4,5,0.324,0.395,0.824,1.218,0.28,28,0,0,1,0,1,0
380,guyerbr01,32,CLE,1,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,gyorkje01,29,STL,1,,1,6,5,1,2,1,0,1,0,0,0,0,0.4,0.5,1.2,1.7,0.25,6,0,1,0,0,0,0
382,haderjo01,24,MIL,81.1,,55,306,272,23,36,7,1,9,2,1,30,143,0.132,0.22,0.265,0.484,0.221,72,1,1,1,2,0,1
383,haleda02,30,TOT,13.2,,4,62,56,7,16,5,0,3,0,0,5,8,0.286,0.355,0.536,0.891,0.289,30,1,1,0,0,0,0
384,haleda02,30,NYY,10.2,,3,46,44,3,12,4,0,2,0,0,1,6,0.273,0.304,0.5,0.804,0.278,22,0,1,0,0,0,0
385,haleda02,30,MIN,3,,1,16,12,4,4,1,0,1,0,0,4,2,0.333,0.5,0.667,1.167,0.333,8,1,0,0,0,0,0
386,haleyju01,27,BOS,7.2,,4,35,31,4,10,2,0,2,0,0,3,0,0.323,0.371,0.581,0.952,0.267,18,0,0,0,1,0,0
387,hallma02,24,DET,8,,5,48,42,16,19,4,1,1,0,1,3,5,0.452,0.479,0.667,1.146,0.474,28,0,1,0,2,0,2
388,hamelco01,34,TOT,190.2,,32,806,715,93,176,29,5,29,19,5,65,188,0.246,0.324,0.422,0.746,0.293,302,26,19,1,4,0,11
389,hamelco01,34,TEX,114.1,,20,502,445,70,115,23,2,23,15,1,42,114,0.258,0.337,0.474,0.811,0.296,211,14,12,0,3,0,9
390,hamelco01,34,CHC,76.1,,12,304,270,23,61,6,3,6,4,4,23,74,0.226,0.302,0.337,0.639,0.288,91,12,7,1,1,0,2
391,hamilia01,23,CHW,8,,10,33,29,5,6,0,0,2,0,0,2,5,0.207,0.273,0.414,0.687,0.174,12,1,1,0,1,0,1
392,hammeja01,35,KCR,127,,39,583,533,91,168,37,5,18,9,5,39,92,0.315,0.362,0.505,0.867,0.35,269,6,3,2,5,4,5
393,hancoju01,27,CHC,12.1,,10,49,40,2,5,1,0,1,0,1,9,11,0.125,0.286,0.225,0.511,0.143,9,1,0,0,0,0,0
394,handbr01,28,TOT,72,,69,301,262,28,52,16,1,8,0,1,28,106,0.198,0.298,0.359,0.656,0.297,94,6,9,2,0,2,3
395,handbr01,28,SDP,44.1,,41,186,163,21,33,11,1,5,0,1,15,65,0.202,0.297,0.374,0.672,0.301,61,4,7,1,0,1,2
396,handbr01,28,CLE,27.2,,28,115,99,7,19,5,0,3,0,0,13,41,0.192,0.298,0.333,0.632,0.291,33,2,2,1,0,1,1
397,hanhoer01,24,NYM,2.1,,3,13,11,2,4,1,0,0,0,0,1,2,0.364,0.462,0.455,0.916,0.444,5,0,1,0,0,0,0
398,happia01,23,CHC,1,,1,4,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0.25,2,0,0,0,0,0,0
399,happja01,35,TOT,177.2,,31,733,668,81,150,27,1,27,6,3,51,193,0.225,0.288,0.389,0.677,0.273,260,14,9,2,2,0,7
400,happja01,35,TOR,114,,20,475,433,61,99,17,0,17,5,1,35,130,0.229,0.292,0.386,0.677,0.286,167,9,4,1,1,0,5
401,happja01,35,NYY,63.2,,11,258,235,20,51,10,1,10,1,2,16,63,0.217,0.28,0.396,0.676,0.252,93,5,5,1,1,0,2
402,hardybl01,31,DET,86,,30,351,322,37,79,15,3,10,5,2,22,66,0.245,0.294,0.404,0.698,0.276,130,7,2,1,4,1,2
403,harriwi10,33,HOU,56.2,,61,230,212,22,48,7,1,3,4,2,14,64,0.226,0.279,0.311,0.591,0.308,66,4,2,1,1,1,2
404,hartdo01,27,BAL,19.1,,20,99,86,13,31,5,0,2,3,0,12,13,0.36,0.434,0.488,0.923,0.403,42,1,0,0,1,0,1
405,harvema01,29,TOT,155,,32,663,609,87,165,32,3,27,6,3,37,131,0.271,0.317,0.466,0.783,0.303,284,10,6,6,5,2,4
406,harvema01,29,NYM,27,,8,123,109,21,33,9,0,6,2,0,9,20,0.303,0.355,0.55,0.906,0.318,60,2,1,2,2,0,2
407,harvema01,29,CIN,128,,24,540,500,66,132,23,3,21,4,3,28,111,0.264,0.308,0.448,0.756,0.299,224,8,5,4,3,2,2
408,hatchch02,33,OAK,36.1,,34,167,149,23,43,5,0,7,0,1,17,30,0.289,0.365,0.463,0.828,0.321,69,3,1,0,0,1,1
409,hauscmi01,28,TOR,8.1,,2,36,29,4,7,2,0,0,1,0,4,5,0.241,0.361,0.31,0.671,0.28,9,2,2,0,1,0,0
410,heanean01,27,LAA,180,,30,749,689,91,171,31,3,27,2,1,45,180,0.248,0.3,0.419,0.719,0.296,289,17,8,2,5,0,4
411,hellije01,31,WSN,91.1,,19,370,339,41,78,17,2,11,0,0,20,65,0.23,0.288,0.389,0.677,0.254,132,9,8,2,1,1,2
412,hembrhe01,29,BOS,60,,67,260,227,30,53,9,2,10,3,2,27,76,0.233,0.312,0.423,0.734,0.295,96,2,1,0,5,1,3
413,hendrky01,28,CHC,199,,33,812,745,82,184,31,5,22,10,3,44,161,0.247,0.294,0.391,0.685,0.285,291,18,9,7,7,4,8
414,hendrli01,29,OAK,24,,25,104,92,11,25,4,0,3,5,1,10,22,0.272,0.346,0.413,0.759,0.324,38,2,1,0,1,0,0
415,hernada01,33,CIN,64,,57,254,230,20,46,14,3,6,1,0,17,65,0.2,0.27,0.365,0.635,0.252,84,5,5,2,0,1,2
416,hernael01,23,MIA,65.2,,32,284,250,38,68,11,2,11,0,4,27,45,0.272,0.345,0.464,0.809,0.291,116,5,2,3,2,3,0
417,hernaen02,26,LAD,0.1,,1,4,2,3,1,0,0,1,0,0,2,0,0.5,0.75,2,2.75,0,4,0,0,0,0,0,0
418,hernafe02,32,SEA,155.2,,29,685,606,107,159,35,2,27,10,1,59,125,0.262,0.338,0.46,0.798,0.288,279,16,12,3,4,0,5
419,herreke01,28,TOT,44.1,,48,184,171,12,43,4,1,6,2,0,10,38,0.251,0.297,0.392,0.689,0.291,67,4,1,1,0,0,0
420,herreke01,28,KCR,25.2,,27,95,92,3,19,1,0,2,1,0,2,22,0.207,0.223,0.283,0.506,0.25,26,3,0,1,0,0,0
421,herreke01,28,WSN,18.2,,21,89,79,9,24,3,1,4,1,0,8,16,0.304,0.375,0.519,0.894,0.339,41,1,1,0,0,0,0
422,hessda01,24,BAL,103.1,,21,454,404,64,106,23,1,22,6,3,37,74,0.262,0.333,0.488,0.821,0.269,197,6,8,1,4,2,4
423,hicksjo03,21,STL,77.2,,73,339,284,33,59,6,1,2,3,0,45,70,0.208,0.33,0.257,0.587,0.266,73,12,8,0,2,2,4
424,hildetr01,27,MIN,73,,73,319,285,46,75,21,2,12,11,0,26,70,0.263,0.326,0.477,0.803,0.306,136,4,2,3,3,9,3
425,hillri01,38,LAD,132.2,,25,547,493,57,108,23,3,20,6,2,41,150,0.219,0.289,0.4,0.689,0.272,197,4,8,4,1,3,5
426,hillti01,28,KCR,45.2,,70,198,179,28,46,9,0,4,3,0,14,42,0.257,0.316,0.374,0.691,0.313,67,4,2,2,1,0,3
427,hiranyo01,34,ARI,66.1,,75,262,235,22,49,7,2,6,2,0,23,59,0.209,0.284,0.332,0.615,0.251,78,14,2,1,1,4,3
428,hoffmje02,25,COL,8.2,,6,44,37,9,15,1,1,0,0,1,7,5,0.405,0.5,0.486,0.986,0.469,18,3,0,0,0,1,0
429,holadbr01,30,MIA,2,,2,10,10,3,4,2,0,1,0,0,0,1,0.4,0.4,0.9,1.3,0.375,9,0,0,0,0,0,0
430,holdejo02,25,NYY,66,,60,272,248,27,53,14,0,4,4,2,19,60,0.214,0.27,0.319,0.589,0.263,79,2,1,2,2,3,5
431,hollade01,31,SFG,171.1,,36,727,640,74,154,42,3,19,7,2,67,169,0.241,0.313,0.405,0.718,0.294,259,12,4,9,7,6,10
432,hollagr01,32,TOT,46.1,,56,212,178,30,43,5,3,2,0,0,32,47,0.242,0.36,0.337,0.697,0.318,60,4,1,1,0,2,2
433,hollagr01,32,STL,25,,32,132,109,28,34,4,3,1,0,0,22,22,0.312,0.427,0.431,0.859,0.384,47,1,0,1,0,2,2
434,hollagr01,32,WSN,21.1,,24,80,69,2,9,1,0,1,0,0,10,25,0.13,0.25,0.188,0.438,0.186,13,3,1,0,0,0,0
435,holmecl01,25,PIT,26.1,,11,129,103,21,30,5,0,2,4,0,23,21,0.291,0.426,0.398,0.824,0.346,41,4,2,0,1,1,0
436,hoovejj01,30,MIL,1.1,,2,10,8,3,4,0,0,1,0,0,2,0,0.5,0.6,0.875,1.475,0.429,7,0,0,0,0,0,0
437,housead01,25,MIL,13.2,,7,59,51,5,13,4,1,0,0,0,7,8,0.255,0.356,0.373,0.728,0.302,19,3,1,0,0,0,0
438,howarsa01,25,COL,4,,4,20,16,1,5,2,0,0,0,0,3,1,0.313,0.45,0.438,0.888,0.333,7,1,1,0,0,0,0
439,hoytja01,31,HOU,0.1,,1,3,2,0,1,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0.5,1,0,0,0,0,0,0
440,huch02,24,TBR,13,,5,50,47,6,7,1,0,2,0,0,3,12,0.149,0.2,0.298,0.498,0.152,14,0,0,0,0,0,1
441,hudsoda02,23,STL,27.1,,26,118,97,9,19,4,0,0,0,0,18,19,0.196,0.322,0.237,0.559,0.238,23,3,1,0,2,0,3
442,hudsoda01,31,LAD,46,,40,197,175,25,38,5,0,6,6,0,18,44,0.217,0.305,0.349,0.653,0.256,61,3,4,0,0,1,2
443,hugheja02,32,CIN,78.2,,72,298,269,17,57,7,1,4,7,2,23,59,0.212,0.276,0.29,0.566,0.254,78,13,2,1,3,2,0
444,hugheph01,32,TOT,32.2,,23,152,140,23,44,7,0,11,1,0,10,32,0.314,0.362,0.6,0.962,0.337,84,0,1,0,1,1,0
445,hugheph01,32,MIN,12,,7,55,48,9,14,3,0,4,0,0,5,8,0.292,0.364,0.604,0.968,0.27,29,0,1,0,1,1,0
446,hugheph01,32,SDP,20.2,,16,97,92,14,30,4,0,7,1,0,5,24,0.326,0.361,0.598,0.959,0.377,55,0,0,0,0,0,0
447,hunteto02,31,PHI,64,,65,270,250,28,65,20,3,6,6,1,15,51,0.26,0.309,0.436,0.745,0.304,109,5,3,1,1,1,2
448,hutchdr01,27,TOT,42.2,,16,199,164,32,50,7,1,9,6,0,26,31,0.305,0.398,0.524,0.922,0.32,86,5,2,3,4,0,1
449,hutchdr01,27,PHI,21.1,,11,94,77,11,21,2,1,4,0,0,13,19,0.273,0.376,0.481,0.857,0.304,37,4,1,1,2,0,1
450,hutchdr01,27,TEX,21.1,,5,105,87,21,29,5,0,5,6,0,13,12,0.333,0.417,0.563,0.981,0.333,49,1,1,2,2,0,0
451,iglesra01,28,CIN,72,,66,291,261,22,52,9,0,12,1,1,25,80,0.199,0.272,0.372,0.644,0.234,97,4,2,1,2,2,2
452,infangr01,30,CHW,9,,10,42,33,8,12,4,0,0,1,1,8,6,0.364,0.476,0.485,0.961,0.429,16,2,0,0,1,2,0
453,jacksed01,34,OAK,92,,17,381,339,37,75,20,0,12,2,6,37,68,0.221,0.301,0.386,0.687,0.242,131,5,2,2,1,1,5
454,jackslu01,26,ATL,40.2,,35,184,158,22,41,10,1,3,5,3,21,46,0.259,0.35,0.392,0.742,0.342,62,1,2,1,2,3,1
455,jamesjo02,25,HOU,23,,6,91,82,6,15,4,0,3,1,0,7,29,0.183,0.264,0.341,0.605,0.24,28,2,2,0,0,0,0
456,janseke01,30,LAD,71.2,,69,289,269,28,54,8,1,13,11,0,17,82,0.201,0.253,0.383,0.635,0.234,103,2,2,0,1,1,4
457,jeffrje01,30,MIL,76.2,,73,299,269,12,49,5,2,5,4,1,27,89,0.182,0.258,0.271,0.53,0.25,73,7,1,1,1,4,4
458,jennida01,31,MIL,64.1,,72,271,240,27,66,13,2,6,2,2,23,45,0.275,0.337,0.421,0.758,0.313,101,10,1,4,3,1,1
459,jepseke01,33,TEX,16.2,,21,77,63,13,15,2,1,4,0,0,11,8,0.238,0.355,0.492,0.847,0.212,31,5,1,1,1,1,4
460,jerezwi01,26,LAA,15,,17,71,63,14,17,3,0,3,1,1,8,15,0.27,0.352,0.46,0.812,0.311,29,0,0,0,0,0,2
461,jewelja01,25,LAA,2,,3,11,8,2,2,1,0,0,0,0,1,1,0.25,0.455,0.375,0.83,0.286,3,0,2,0,0,0,0
462,jimenjo02,23,DET,62.2,,68,267,239,34,53,14,1,5,3,1,22,78,0.222,0.293,0.351,0.645,0.304,84,2,3,0,2,3,3
463,johnsbr02,27,BOS,99.1,,38,434,395,49,104,19,2,16,3,1,38,87,0.263,0.329,0.443,0.773,0.301,175,6,1,0,0,0,3
464,johnsdj01,28,COL,6.1,,7,27,25,3,6,0,0,0,0,0,2,9,0.24,0.296,0.24,0.536,0.375,6,0,0,0,0,0,0
465,johnsji04,35,LAA,63.1,,62,268,239,38,64,6,1,9,4,3,22,45,0.268,0.327,0.414,0.741,0.291,99,8,1,2,4,1,5
466,johnspi01,27,SFG,43.2,,37,186,161,27,38,8,3,5,5,2,22,36,0.236,0.324,0.416,0.74,0.27,67,3,0,1,2,1,1
467,jonesna01,32,CHW,30,,33,137,117,14,28,5,0,4,1,0,15,32,0.239,0.338,0.385,0.723,0.293,45,2,3,1,1,0,2
468,junisja01,25,KCR,177,,30,758,688,94,182,27,4,32,7,4,43,164,0.265,0.318,0.455,0.773,0.3,313,11,15,4,8,1,7
469,juradar01,22,TEX,54.2,,12,241,222,36,66,11,2,7,1,0,18,22,0.297,0.35,0.459,0.809,0.306,102,6,0,1,0,1,3
470,kahnlto01,28,NYY,23.1,,24,107,90,22,23,9,0,3,0,1,15,30,0.256,0.355,0.456,0.811,0.339,41,2,0,0,2,0,2
471,kelake01,25,TOT,52,,54,212,191,19,38,9,1,5,6,2,19,66,0.199,0.27,0.335,0.605,0.273,64,1,0,1,1,2,2
472,kelake01,25,TEX,36.2,,38,152,136,14,28,5,1,3,4,0,14,44,0.206,0.278,0.324,0.602,0.278,44,1,0,1,1,1,1
473,kelake01,25,PIT,15.1,,16,60,55,5,10,4,0,2,2,2,5,22,0.182,0.25,0.364,0.614,0.258,20,0,0,0,0,1,1
474,kellebr01,22,KCR,140.1,,41,583,528,50,133,19,2,7,7,4,50,96,0.252,0.317,0.335,0.653,0.294,177,18,2,0,3,1,3
475,kellesh01,34,TOT,49,,54,190,176,16,33,13,0,7,1,0,11,50,0.188,0.237,0.381,0.618,0.215,67,0,1,0,2,3,0
476,kellesh01,34,WSN,32.1,,35,128,121,12,26,11,0,7,1,0,5,32,0.215,0.25,0.479,0.729,0.229,58,0,1,0,1,1,0
477,kellesh01,34,OAK,16.2,,19,62,55,4,7,2,0,0,0,0,6,18,0.127,0.21,0.164,0.373,0.184,9,0,0,0,1,2,0
478,kellyca01,28,SFG,23.2,,7,104,96,10,28,5,2,3,0,1,5,16,0.292,0.327,0.479,0.806,0.316,46,1,1,0,2,1,2
479,kellyjo05,30,BOS,65.2,,73,285,244,34,57,6,3,4,7,1,32,68,0.234,0.33,0.332,0.662,0.301,81,6,5,0,4,0,3
480,kennebr02,23,SDP,26.2,,6,128,109,20,36,4,1,6,4,0,12,18,0.33,0.403,0.55,0.954,0.349,60,1,2,4,1,1,0
481,kenneia01,33,KCR,119.2,,22,518,471,66,125,26,2,20,1,0,40,105,0.265,0.323,0.456,0.779,0.302,215,6,1,4,2,2,3
482,kershcl01,30,LAD,161.1,,26,650,612,55,139,30,2,17,3,2,29,155,0.227,0.264,0.366,0.63,0.276,224,8,2,3,2,0,9
483,keuchda01,30,HOU,204.2,,34,874,802,92,211,48,1,18,3,0,58,153,0.263,0.311,0.393,0.704,0.302,315,18,2,3,9,0,11
484,kiekhde01,29,OAK,2,,4,14,12,4,7,2,0,1,0,0,1,1,0.583,0.615,1,1.615,0.6,12,0,0,1,0,1,0
485,kimbrcr01,30,BOS,62.1,,63,247,213,19,31,9,2,7,4,0,31,96,0.146,0.26,0.305,0.565,0.218,65,2,2,1,0,0,0
486,kingesc01,24,PHI,1.1,,1,8,8,2,4,2,0,0,0,0,0,0,0.5,0.5,0.75,1.25,0.5,6,0,0,0,0,0,0
487,kinghni01,26,PIT,76,,18,342,305,50,79,21,1,18,1,2,26,69,0.259,0.325,0.511,0.837,0.277,156,2,5,4,2,3,7
488,kinlety01,27,TOT,11,,13,57,48,15,15,4,0,2,2,0,8,13,0.313,0.421,0.521,0.942,0.394,25,0,1,0,0,2,0
489,kinlety01,27,MIN,3.1,,4,23,19,9,9,1,0,2,0,0,4,4,0.474,0.565,0.842,1.407,0.538,16,0,0,0,0,0,0
490,kinlety01,27,MIA,7.2,,9,34,29,6,6,3,0,0,2,0,4,9,0.207,0.324,0.31,0.634,0.3,9,0,1,0,0,2,0
491,kintzbr01,33,TOT,60.2,,70,263,234,31,67,13,3,5,2,5,22,43,0.286,0.355,0.432,0.787,0.33,101,7,4,1,2,5,1
492,kintzbr01,33,WSN,42.2,,45,175,158,17,40,10,1,2,0,4,13,31,0.253,0.322,0.367,0.689,0.304,58,5,3,1,0,3,0
493,kintzbr01,33,CHC,18,,25,88,76,14,27,3,2,3,2,1,9,12,0.355,0.42,0.566,0.986,0.381,43,2,1,0,2,2,1
494,kittran01,28,TBR,38.1,,33,181,160,34,54,12,1,7,0,0,17,30,0.338,0.4,0.556,0.956,0.376,89,5,1,1,2,5,0
495,klubeco01,32,CLE,215,,33,842,801,75,179,32,4,25,4,7,34,222,0.223,0.257,0.367,0.624,0.277,294,16,3,2,2,0,8
496,knebeco01,26,MIL,55.1,,57,223,196,23,38,8,3,7,7,5,22,88,0.194,0.287,0.372,0.659,0.304,73,3,4,0,1,0,1
497,kochma01,27,ARI,86.2,,19,360,329,43,88,15,1,19,1,1,22,50,0.267,0.324,0.492,0.816,0.264,162,18,6,2,1,1,5
498,kolarad01,29,TBR,34.1,,31,141,134,15,38,12,0,0,0,0,5,19,0.284,0.312,0.373,0.685,0.328,50,5,1,0,1,1,1
499,kontoge01,33,TOT,26.2,,28,116,103,14,27,5,1,5,5,1,7,15,0.262,0.322,0.476,0.797,0.259,49,0,3,1,2,0,3
500,kontoge01,33,TOT,7,,7,27,25,2,4,1,0,1,1,0,2,6,0.16,0.222,0.32,0.542,0.167,8,0,0,0,0,0,0
501,kontoge01,33,PIT,19.2,,21,89,78,12,23,4,1,4,4,1,5,9,0.295,0.352,0.526,0.878,0.284,41,0,3,1,2,0,3
502,kontoge01,33,CLE,5.1,,6,21,19,2,3,1,0,1,1,0,2,4,0.158,0.238,0.368,0.607,0.143,7,0,0,0,0,0,0
503,kontoge01,33,NYY,1.2,,1,6,6,0,1,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,0.25,1,0,0,0,0,0,0
504,kopecmi01,22,CHW,14.1,,4,68,61,8,20,5,0,4,1,1,2,15,0.328,0.397,0.607,1.004,0.381,37,1,5,0,0,0,0
505,kratzer01,38,MIL,3,,3,12,10,2,3,0,0,0,0,0,1,2,0.3,0.333,0.3,0.633,0.333,3,1,0,0,1,0,0
506,krehbjo01,25,ARI,3,,2,12,10,0,1,0,0,0,0,0,2,0,0.1,0.25,0.1,0.35,0.1,1,0,0,0,0,0,0
507,krolia01,27,LAA,2,,1,8,7,0,1,0,0,0,0,0,1,2,0.143,0.25,0.143,0.393,0.2,1,0,0,0,0,0,0
508,kuhlch01,25,PIT,85,,16,373,324,47,89,13,3,14,4,6,33,81,0.275,0.343,0.463,0.806,0.319,150,5,4,6,6,1,5
509,lasteto01,29,CHC,1.1,,1,6,6,1,3,0,0,1,0,0,0,0,0.5,0.5,1,1.5,0.4,6,1,0,0,0,0,0
510,lamarry01,29,MIN,0.2,,1,3,3,1,1,0,0,1,0,0,0,0,0.333,0.333,1.333,1.667,0,4,0,0,0,0,0,0
511,lambjo02,27,LAA,10,,3,50,46,10,15,6,0,4,0,0,4,11,0.326,0.38,0.717,1.097,0.355,33,0,0,0,0,1,1
512,lauerer01,23,SDP,112,,23,504,446,61,127,21,2,15,5,2,46,100,0.285,0.358,0.442,0.8,0.336,197,7,6,4,2,2,8
513,lawde01,27,SFG,13.1,,7,66,56,13,16,3,1,2,1,0,8,12,0.286,0.379,0.482,0.861,0.326,27,1,1,0,1,0,2
514,lawreca01,30,SEA,23.1,,11,106,94,19,28,10,1,2,1,0,10,14,0.298,0.377,0.489,0.867,0.333,46,5,2,0,0,1,1
515,leakemi01,30,SEA,185.2,,31,784,739,98,207,44,5,23,2,5,34,119,0.28,0.316,0.447,0.762,0.307,330,24,6,1,3,3,12
516,leblawa01,33,SEA,162,,32,662,614,74,151,32,1,24,4,4,40,130,0.246,0.293,0.419,0.712,0.274,257,8,3,1,4,1,4
517,leclejo01,24,TEX,57.2,,59,223,191,16,24,8,1,1,4,1,25,85,0.126,0.237,0.194,0.431,0.219,37,2,3,4,0,1,4
518,leitema02,27,TOT,23.1,,20,123,107,28,35,5,1,7,4,0,12,22,0.327,0.398,0.589,0.987,0.35,63,0,2,0,2,3,4
519,leitema02,27,PHI,16.2,,12,84,74,17,22,5,0,5,2,0,8,13,0.297,0.369,0.568,0.937,0.298,42,0,1,0,1,2,3
520,leitema02,27,TOR,6.2,,8,39,33,11,13,0,1,2,2,0,4,9,0.394,0.462,0.636,1.098,0.478,21,0,1,0,1,1,1
521,leonedo01,26,STL,24,,29,106,94,12,27,1,0,3,1,0,8,26,0.287,0.333,0.394,0.727,0.353,37,1,0,1,3,3,2
522,lestejo01,34,CHC,181.2,,32,761,681,75,174,27,3,24,14,9,64,149,0.256,0.324,0.41,0.733,0.294,279,15,6,7,3,1,6
523,lewicar01,26,DET,38.2,,13,170,150,24,48,9,1,4,5,3,14,30,0.32,0.371,0.473,0.844,0.364,71,4,1,0,5,1,2
524,liberad01,31,LAD,13,,17,54,44,4,10,1,1,1,0,2,8,12,0.227,0.358,0.364,0.722,0.29,16,2,1,1,0,0,0
525,liriafr01,34,DET,133.2,,27,586,503,84,127,18,5,19,9,3,73,110,0.252,0.35,0.421,0.771,0.285,212,16,5,0,5,0,8
526,litteza01,22,MIN,20.1,,8,101,84,17,25,10,0,3,0,0,11,14,0.298,0.4,0.524,0.924,0.324,44,2,4,1,1,0,3
527,livelbe01,26,TOT,30.1,,10,145,126,19,41,7,1,4,2,2,15,27,0.325,0.407,0.492,0.899,0.385,62,3,3,0,1,1,0
528,livelbe01,26,PHI,23.2,,5,115,101,18,34,7,1,4,2,1,10,22,0.337,0.409,0.545,0.953,0.395,55,2,3,0,1,1,0
529,livelbe01,26,KCR,6.2,,5,30,25,1,7,0,0,0,0,1,5,5,0.28,0.4,0.28,0.68,0.35,7,1,0,0,0,0,0
530,loaisjo01,23,NYY,24.2,,9,108,96,17,26,7,0,3,2,0,12,33,0.271,0.352,0.438,0.789,0.383,42,4,0,0,0,0,0
531,lockewa01,24,SDP,15,,4,76,66,16,22,5,1,4,1,0,10,12,0.333,0.421,0.621,1.042,0.36,41,0,0,0,0,1,0
532,loganbo02,33,MIL,10.2,,16,58,46,7,15,4,0,3,0,0,10,14,0.326,0.456,0.609,1.065,0.414,28,0,1,1,0,3,0
533,lopezjo02,25,TOT,53.2,,17,234,209,30,57,11,1,6,2,1,22,38,0.273,0.342,0.421,0.763,0.305,88,3,1,0,2,1,0
534,lopezjo02,25,MIL,19.2,,10,85,71,6,16,2,1,1,1,1,13,15,0.225,0.341,0.324,0.665,0.268,23,2,0,0,1,1,0
535,lopezjo02,25,KCR,34,,7,149,138,24,41,9,0,5,1,0,9,23,0.297,0.342,0.471,0.813,0.324,65,1,1,0,1,0,0
536,lopezpa01,22,MIA,58.2,,10,247,222,28,56,15,0,8,4,1,18,46,0.252,0.317,0.428,0.745,0.282,95,4,4,1,2,5,2
537,lopezre01,24,CHW,188.2,,32,799,705,88,165,34,4,25,14,4,75,151,0.234,0.313,0.4,0.713,0.26,282,11,10,0,9,1,6
538,lopezyo01,25,ARI,9,,10,35,33,3,7,1,1,2,1,0,1,11,0.212,0.235,0.485,0.72,0.25,16,0,0,1,0,0,1
539,lorenmi01,26,CIN,81,,45,344,302,32,78,12,2,6,6,3,34,54,0.258,0.336,0.371,0.707,0.294,112,8,3,2,3,2,3
540,loupaa01,30,TOT,39.2,,59,183,162,23,48,12,0,4,4,1,14,44,0.296,0.361,0.444,0.805,0.376,72,4,4,0,3,0,2
541,loupaa01,30,TOR,35.2,,50,166,147,21,44,12,0,4,3,1,13,42,0.299,0.361,0.463,0.824,0.385,68,3,3,0,3,0,2
