Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
550,millean01,32,CLE,62.2,,57,244,215,11,31,4,0,3,1,0,21,95,0.144,0.236,0.205,0.44,0.237,44,1,5,2,1,0,3
551,millesh01,26,ARI,22,,4,99,87,10,20,7,0,1,1,0,12,20,0.23,0.323,0.345,0.668,0.288,30,2,0,0,0,1,3
552,milneho01,26,PHI,31.1,,37,139,116,7,30,7,0,2,0,1,16,22,0.259,0.365,0.371,0.736,0.301,43,2,4,2,1,3,0
553,milonto01,30,TOT,48.1,,17,221,205,43,65,11,2,15,4,1,14,38,0.317,0.361,0.61,0.97,0.329,125,2,0,2,0,3,2
554,milonto01,30,MIL,21,,6,93,91,15,29,5,0,6,0,0,2,16,0.319,0.333,0.571,0.905,0.333,52,1,0,0,0,0,0
555,milonto01,30,NYM,27.1,,11,128,114,28,36,6,2,9,4,1,12,22,0.316,0.381,0.64,1.021,0.325,73,1,0,2,0,3,2
556,minayju01,26,CHW,43.2,,40,184,159,22,38,7,1,7,8,2,20,51,0.239,0.337,0.428,0.765,0.304,68,4,4,0,1,0,1
557,minormi01,29,KCR,77.2,,65,307,280,23,57,16,1,5,4,1,22,88,0.204,0.263,0.321,0.585,0.277,90,7,1,3,1,3,1
558,minteaj01,23,ATL,15,,16,60,58,5,13,2,1,1,0,0,2,26,0.224,0.25,0.345,0.595,0.387,20,0,0,0,0,0,0
559,miranar01,28,SEA,160,,31,678,600,93,140,27,3,37,1,2,63,137,0.233,0.308,0.473,0.781,0.237,284,9,5,2,8,1,6
560,mitchbr01,26,NYY,32.2,,20,153,139,24,42,10,0,2,1,0,13,17,0.302,0.366,0.417,0.783,0.333,58,2,1,0,0,1,5
561,mollsa01,25,OAK,6.2,,11,35,32,8,13,2,1,2,0,0,3,7,0.406,0.457,0.719,1.176,0.478,23,1,0,0,0,0,0
562,montafr02,24,OAK,32,,23,152,129,25,39,4,0,10,2,0,20,36,0.302,0.408,0.566,0.974,0.349,73,4,3,0,0,0,0
563,montemi01,33,CHC,1,,1,5,3,0,0,0,0,0,0,0,2,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0
564,montera01,26,NYM,119,,34,550,461,75,141,25,0,12,14,2,67,114,0.306,0.394,0.438,0.832,0.376,202,15,5,9,8,5,2
565,montgjo01,24,NYY,155.1,,29,649,592,72,140,20,3,21,2,1,51,144,0.236,0.297,0.387,0.684,0.277,229,13,1,2,3,0,6
566,montgmi01,27,CHC,130.2,,44,540,470,52,103,18,0,10,6,3,55,100,0.219,0.31,0.321,0.632,0.257,151,16,8,5,2,4,5
567,moorean02,23,SEA,59,,11,243,230,36,60,13,0,14,2,1,8,31,0.261,0.284,0.5,0.784,0.243,115,3,1,0,4,0,1
568,moorema02,28,SFG,174.1,,32,790,706,116,200,44,9,27,8,4,67,148,0.283,0.349,0.486,0.835,0.323,343,12,7,6,4,3,10
569,morelmi01,31,BOS,1,,1,5,5,0,2,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,0.5,2,0,0,0,0,0,0
570,morendi01,29,TBR,5.2,,5,26,23,4,6,2,0,1,1,0,2,6,0.261,0.346,0.478,0.824,0.313,11,1,1,0,0,0,0
571,morgaad01,27,PHI,54.2,,37,229,211,25,51,7,2,10,7,0,18,63,0.242,0.301,0.436,0.737,0.297,92,3,0,0,0,2,0
572,morinmi01,26,TOT,20,,16,93,84,16,29,5,1,3,0,0,5,16,0.345,0.38,0.536,0.916,0.388,45,2,1,1,2,1,0
573,morinmi01,26,LAA,14.1,,10,65,60,11,21,3,1,3,0,0,2,10,0.35,0.375,0.583,0.958,0.375,35,2,1,1,1,1,0
574,morinmi01,26,KCR,5.2,,6,28,24,5,8,2,0,0,0,0,3,6,0.333,0.393,0.417,0.81,0.421,10,0,0,0,1,0,0
575,moronre01,24,SFG,6.2,,7,29,26,2,6,0,0,1,0,0,3,11,0.231,0.31,0.346,0.656,0.357,9,0,0,0,0,1,0
576,morriak01,24,ATL,7.1,,8,32,28,1,6,3,0,0,0,0,4,9,0.214,0.313,0.321,0.634,0.316,9,0,0,0,0,0,0
577,morribr01,30,SFG,21,,20,94,79,16,24,3,1,1,0,2,11,15,0.304,0.385,0.405,0.79,0.359,32,1,0,3,1,2,1
578,morrobr01,32,LAD,43.2,,45,170,160,10,31,3,0,0,3,0,9,50,0.194,0.241,0.213,0.454,0.282,34,3,1,0,0,1,0
579,mortoch02,33,HOU,146.2,,25,617,549,65,125,39,3,14,4,1,50,163,0.228,0.306,0.386,0.692,0.297,212,16,13,2,2,1,9
580,motteja01,35,ATL,40.2,,46,166,141,16,28,8,0,6,7,0,20,27,0.199,0.307,0.383,0.69,0.2,54,7,3,0,2,1,1
581,moyaga01,22,MIN,6.1,,7,26,24,3,5,0,0,2,0,0,2,5,0.208,0.269,0.458,0.728,0.176,11,0,0,0,0,0,0
582,moylape01,38,KCR,59.1,,79,243,212,26,40,7,1,4,2,1,25,46,0.189,0.288,0.288,0.576,0.221,61,5,5,0,1,3,4
583,mujiced01,33,DET,6.1,,5,30,28,7,11,3,0,4,0,0,0,7,0.393,0.367,0.929,1.295,0.368,26,0,0,0,2,0,1
584,musgrjo01,24,HOU,109.1,,38,462,422,59,117,22,3,18,2,2,28,98,0.277,0.327,0.472,0.798,0.321,199,11,4,5,2,1,4
585,nealza01,28,OAK,14.2,,6,65,63,13,19,2,2,5,2,0,1,10,0.302,0.308,0.635,0.943,0.286,40,1,0,0,1,0,2
586,nelsoji02,28,MIL,175.1,,29,728,665,75,171,28,1,16,18,4,48,199,0.257,0.315,0.374,0.689,0.343,249,21,9,4,2,1,5
587,nerishe01,28,PHI,74.2,,74,320,285,26,68,10,1,9,4,1,26,86,0.239,0.313,0.375,0.689,0.307,107,6,6,1,2,3,1
588,neshepa01,36,TOT,62.1,,71,235,226,13,48,12,0,3,3,1,6,69,0.212,0.231,0.305,0.536,0.288,69,4,0,1,2,0,1
589,neshepa01,36,PHI,40.1,,43,148,141,5,28,5,0,2,2,1,5,45,0.199,0.224,0.277,0.501,0.274,39,3,0,1,1,0,0
590,neshepa01,36,COL,22,,28,87,85,8,20,7,0,1,1,0,1,24,0.235,0.241,0.353,0.594,0.311,30,1,0,0,1,0,1
591,neverdo01,24,PIT,25.1,,24,105,95,11,24,3,1,4,1,1,8,17,0.253,0.317,0.432,0.749,0.27,41,4,1,1,0,0,1
592,newcose01,24,ATL,100,,19,456,385,51,100,21,5,10,2,1,57,108,0.26,0.361,0.418,0.78,0.333,161,8,6,5,3,6,3
593,nicasju01,30,TOT,72.1,,76,291,267,22,58,14,1,5,3,2,20,72,0.217,0.277,0.333,0.61,0.279,89,5,2,1,0,2,1
594,nicasju01,30,PIT,60,,65,243,221,20,49,12,0,4,1,2,18,60,0.222,0.286,0.33,0.617,0.287,73,5,2,1,0,2,1
595,nicasju01,30,PHI,1.1,,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
596,nicasju01,30,STL,11,,9,44,42,2,9,2,1,1,2,0,2,11,0.214,0.25,0.381,0.631,0.267,16,0,0,0,0,0,0
597,nichobr01,28,TEX,1,,1,8,7,4,5,3,0,0,0,0,0,0,0.714,0.625,1.143,1.768,0.625,8,0,0,0,1,0,0
598,nicolju01,25,MIA,48,,20,229,204,33,66,12,2,8,2,0,20,26,0.324,0.385,0.52,0.905,0.339,106,6,1,3,1,5,4
599,nolaaa01,24,PHI,168,,27,693,640,67,154,29,4,18,21,2,49,184,0.241,0.297,0.383,0.679,0.311,245,14,2,2,0,2,4
600,nolasri01,34,LAA,181,,33,787,716,102,205,52,1,35,4,7,58,143,0.286,0.341,0.508,0.849,0.314,364,12,3,6,3,3,7
601,norribu01,32,LAA,62,,60,267,237,29,56,6,1,8,6,2,27,74,0.236,0.322,0.371,0.693,0.31,88,5,3,0,0,3,2
602,norrida01,24,DET,101.2,,22,460,407,64,120,27,5,12,15,7,44,86,0.295,0.365,0.474,0.84,0.346,193,8,3,2,3,3,3
603,novaiv01,30,PIT,187,,31,785,732,96,203,40,5,29,10,3,36,131,0.277,0.316,0.464,0.781,0.303,340,23,7,7,3,2,11
604,nunovi01,29,BAL,14.2,,12,77,67,17,23,8,0,7,1,0,10,13,0.343,0.429,0.776,1.205,0.34,52,0,0,0,0,2,0
605,odayda01,34,BAL,60.1,,64,240,212,24,41,2,1,8,3,3,24,76,0.193,0.283,0.325,0.609,0.256,69,5,3,0,1,2,2
606,oflaher01,32,ATL,18.1,,22,83,72,16,20,8,0,4,1,0,9,15,0.278,0.354,0.556,0.909,0.296,40,1,0,1,1,0,0
607,ogradch01,27,MIA,33,,13,145,123,16,33,7,2,4,1,1,18,30,0.268,0.364,0.455,0.819,0.322,56,3,1,2,1,1,0
608,obergsc01,27,COL,58.1,,66,265,236,35,70,17,2,4,1,0,24,55,0.297,0.364,0.436,0.8,0.369,103,7,2,1,2,2,3
609,odorija01,27,TBR,143.1,,28,604,531,80,117,21,2,30,7,4,61,127,0.22,0.3,0.437,0.736,0.228,232,6,2,2,7,1,7
610,ohse01,34,STL,59.1,,62,264,239,31,68,11,1,10,0,0,15,54,0.285,0.33,0.464,0.794,0.324,111,1,3,3,4,9,2
611,okertst01,25,SFG,27,,44,118,99,18,24,7,1,3,0,1,11,22,0.242,0.33,0.424,0.755,0.276,42,1,3,3,2,2,1
612,olsonty01,27,CLE,20,,30,77,69,0,13,2,0,0,0,0,6,18,0.188,0.263,0.217,0.481,0.255,15,4,1,1,0,0,1
613,osichjo01,28,SFG,43.1,,54,201,172,32,48,8,1,7,1,0,27,43,0.279,0.38,0.459,0.839,0.336,79,4,1,1,0,1,1
614,osunaro01,22,TOR,64,,66,249,234,26,46,7,1,3,6,0,9,83,0.197,0.234,0.274,0.507,0.287,64,4,3,1,2,0,3
615,oteroda01,32,CLE,60,,52,242,231,23,63,8,1,6,2,1,9,38,0.273,0.299,0.394,0.693,0.303,91,12,0,1,1,4,4
616,ottavad01,31,COL,53.1,,63,243,197,30,48,7,1,8,10,2,39,63,0.244,0.374,0.411,0.786,0.31,81,5,4,0,3,2,0
617,overtdi01,25,TOT,23,,10,103,96,19,30,7,0,6,1,1,4,11,0.313,0.34,0.573,0.913,0.296,55,2,1,0,2,2,3
618,overtdi01,25,SEA,18.1,,9,79,75,15,21,5,0,4,1,1,2,8,0.28,0.291,0.507,0.798,0.262,38,1,0,0,2,1,3
619,overtdi01,25,SDP,4.2,,1,24,21,4,9,2,0,2,0,0,2,3,0.429,0.5,0.81,1.31,0.438,17,1,1,0,0,1,0
620,paganem01,26,SEA,50.1,,34,196,184,20,39,5,1,7,2,0,8,56,0.212,0.246,0.364,0.61,0.26,67,2,1,1,2,0,3
621,pareded01,22,LAA,22.1,,18,92,81,11,21,5,0,2,0,1,6,17,0.259,0.33,0.395,0.725,0.302,32,2,3,1,1,1,0
622,pareded02,30,LAD,8.1,,10,31,31,3,8,0,0,1,1,0,0,11,0.258,0.258,0.355,0.613,0.368,11,2,0,0,0,0,0
623,parkebl01,32,LAA,67.1,,71,254,232,20,40,9,0,7,6,2,16,86,0.172,0.225,0.302,0.527,0.231,70,3,1,1,4,0,2
624,paulida01,23,HOU,29,,6,128,120,21,36,9,0,8,2,0,7,34,0.3,0.339,0.575,0.914,0.359,69,4,0,0,0,0,0
625,paxtoja01,28,SEA,136,,24,552,506,47,113,24,0,9,4,3,37,156,0.223,0.278,0.324,0.602,0.301,164,7,3,1,5,1,1
626,pazosja01,26,SEA,53.2,,59,240,206,30,51,8,0,7,8,1,24,65,0.248,0.335,0.388,0.723,0.319,80,3,5,1,4,0,7
627,peacobr01,29,HOU,132,,34,546,485,46,100,22,2,10,10,2,57,161,0.206,0.294,0.322,0.615,0.287,156,4,3,1,0,0,1
628,pelfrmi01,33,CHW,120,,34,546,471,87,127,22,3,25,26,3,62,79,0.27,0.364,0.488,0.853,0.276,230,16,10,0,3,4,7
629,penafe01,27,CHC,34.1,,25,155,135,21,35,10,0,8,4,0,18,37,0.259,0.355,0.511,0.866,0.3,69,2,2,0,0,1,1
630,peralwa01,25,CIN,64.2,,69,263,233,28,53,12,0,8,1,1,24,57,0.227,0.299,0.382,0.681,0.263,89,6,1,2,3,1,2
631,peralwi01,28,MIL,57.1,,19,269,232,51,73,25,0,10,2,5,32,52,0.315,0.396,0.552,0.947,0.364,128,4,1,1,3,2,3
632,perdolu02,24,SDP,163.2,,29,716,638,97,182,39,0,17,8,4,65,118,0.285,0.358,0.426,0.784,0.327,272,32,8,3,2,3,11
633,perezhe01,26,MIL,1,,1,5,4,0,1,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0.25,1,0,0,0,0,0,0
634,perezma02,26,TEX,185,,32,811,735,108,221,39,2,23,1,5,63,115,0.301,0.359,0.453,0.812,0.33,333,32,6,4,3,3,8
635,perezol01,35,WSN,33,,50,143,126,17,32,5,3,4,3,1,12,39,0.254,0.336,0.437,0.772,0.333,55,2,4,0,1,2,0
636,perkigl01,34,MIN,5.2,,8,34,25,6,8,1,2,0,0,0,5,2,0.32,0.471,0.52,0.991,0.333,13,0,3,0,1,0,1
637,peterdi01,24,MIA,31.1,,6,139,118,18,32,5,0,3,0,1,19,27,0.271,0.381,0.39,0.771,0.33,46,5,2,0,0,1,1
638,petityu01,32,LAA,91.1,,60,354,333,32,69,11,0,9,5,2,18,101,0.207,0.249,0.321,0.571,0.268,107,3,1,1,1,4,1
639,petrija01,29,CHW,25.2,,27,122,114,21,39,8,0,6,3,0,6,26,0.342,0.377,0.57,0.947,0.398,65,3,1,0,1,0,4
640,phelpda01,30,TOT,55.2,,54,238,207,23,51,7,1,5,2,1,26,62,0.246,0.331,0.362,0.693,0.324,75,5,1,2,2,3,1
641,phelpda01,30,MIA,47,,44,197,173,20,42,6,1,5,2,1,21,51,0.243,0.323,0.376,0.699,0.314,65,5,0,2,1,3,1
642,phelpda01,30,SEA,8.2,,10,41,34,3,9,1,0,0,0,0,5,11,0.265,0.366,0.294,0.66,0.375,10,0,1,0,1,0,0
643,pillty01,27,NYM,22,,7,99,82,16,22,5,1,3,1,0,10,16,0.268,0.354,0.463,0.818,0.292,38,2,2,3,2,2,1
644,pinedmi01,28,NYY,96.1,,17,410,383,55,103,14,0,20,6,3,21,92,0.269,0.307,0.462,0.769,0.302,177,6,2,0,4,0,6
645,pintori01,23,PHI,29.2,,25,147,123,28,39,6,1,7,1,1,17,25,0.317,0.399,0.553,0.951,0.344,68,2,1,3,2,1,2
646,pivetni01,24,PHI,133,,26,584,512,91,144,27,3,25,8,5,57,140,0.281,0.353,0.492,0.846,0.336,252,11,4,4,7,0,1
647,plaweke01,26,NYM,3,,2,14,14,4,5,1,0,3,0,0,0,0,0.357,0.357,1.071,1.429,0.182,15,1,0,0,0,0,1
648,pomerdr01,28,BOS,173.2,,32,740,659,69,166,27,3,19,6,4,69,174,0.252,0.324,0.388,0.712,0.311,256,23,4,2,6,0,12
649,porceri01,28,BOS,203.1,,33,885,824,125,236,54,3,38,15,4,48,181,0.286,0.328,0.498,0.826,0.324,410,18,6,1,6,1,12
650,poundbr01,26,LAA,10.1,,11,54,47,12,17,3,1,4,2,0,5,12,0.362,0.434,0.723,1.157,0.419,34,0,1,1,0,1,0
651,povsema01,23,SEA,3.2,,3,21,20,5,9,2,0,1,0,0,1,2,0.45,0.476,0.7,1.176,0.471,14,1,0,0,0,0,1
652,pressry01,28,MIN,61.1,,57,252,227,34,52,9,0,10,4,0,19,61,0.229,0.296,0.401,0.697,0.268,91,7,3,2,1,5,2
653,priceda01,31,BOS,74.2,,16,317,287,30,65,14,0,8,2,2,24,76,0.226,0.293,0.359,0.652,0.278,103,2,4,0,2,0,4
654,pruitau01,27,TBR,83,,30,371,343,55,103,23,2,11,8,0,22,66,0.3,0.351,0.475,0.827,0.346,163,6,5,1,0,2,6
655,putnaza01,29,CHW,8.2,,7,28,27,1,2,1,0,0,0,0,1,9,0.074,0.107,0.111,0.218,0.111,3,1,0,0,0,0,0
656,quackke01,28,SDP,26.1,,20,125,107,23,32,4,0,5,0,0,16,23,0.299,0.392,0.477,0.869,0.338,51,3,1,0,1,0,2
657,quallch01,38,COL,16.2,,19,72,66,11,17,3,1,3,1,0,5,11,0.258,0.31,0.47,0.78,0.269,31,1,0,1,0,0,1
658,quintjo01,28,TOT,188.2,,32,790,715,92,170,36,4,23,10,6,61,207,0.238,0.305,0.396,0.701,0.301,283,14,10,1,3,4,12
659,quintjo01,28,CHW,104.1,,18,444,399,55,98,21,3,14,3,3,40,109,0.246,0.316,0.419,0.735,0.302,167,8,2,1,2,1,6
660,quintjo01,28,CHC,84.1,,14,346,316,37,72,15,1,9,7,3,21,98,0.228,0.292,0.367,0.659,0.3,116,6,8,0,1,3,6
661,ramirca01,26,TOR,16.2,,12,58,54,5,6,2,0,3,1,0,3,14,0.111,0.172,0.315,0.487,0.081,17,2,1,0,0,0,0
662,ramirer02,27,TOT,131.1,,37,539,497,70,123,31,0,22,5,2,31,109,0.247,0.291,0.443,0.733,0.271,220,12,2,2,7,2,5
663,ramirer02,27,TBR,69.1,,26,282,262,39,66,15,0,10,3,0,16,55,0.252,0.295,0.424,0.719,0.281,111,9,1,1,2,1,2
664,ramirer02,27,SEA,62,,11,257,235,31,57,16,0,12,2,2,15,54,0.243,0.285,0.464,0.749,0.259,109,3,1,1,5,1,3
665,ramirjc01,28,LAA,147.1,,27,620,558,72,149,26,1,21,14,5,49,105,0.267,0.331,0.43,0.761,0.294,240,19,6,3,4,1,4
666,ramirjo02,27,ATL,62,,68,258,221,26,45,10,0,9,8,1,29,56,0.204,0.307,0.371,0.678,0.228,82,6,5,1,2,1,2
667,ramirne01,28,TOT,31.1,,29,153,128,30,35,5,0,6,1,1,21,44,0.273,0.373,0.453,0.826,0.358,58,0,1,0,3,0,1
668,ramirne01,28,SFG,10.1,,9,53,47,15,15,3,0,2,0,1,4,18,0.319,0.377,0.511,0.888,0.464,24,0,1,0,1,0,1
669,ramirne01,28,NYM,21,,20,100,81,15,20,2,0,4,1,0,17,26,0.247,0.37,0.42,0.79,0.302,34,0,0,0,2,0,0
670,ramirno01,27,TOT,13,,12,49,44,5,6,1,0,2,0,0,5,14,0.136,0.224,0.295,0.52,0.143,13,1,0,0,0,0,1
671,ramirno01,27,BOS,4.2,,2,18,17,2,3,0,0,2,0,0,1,4,0.176,0.222,0.529,0.752,0.091,9,0,0,0,0,0,0
672,ramirno01,27,LAA,8.1,,10,31,27,3,3,1,0,0,0,0,4,10,0.111,0.226,0.148,0.374,0.176,4,1,0,0,0,0,1
673,ramosaj01,30,TOT,58.2,,61,258,220,27,49,6,2,7,1,0,34,72,0.223,0.331,0.364,0.694,0.296,80,3,2,1,1,1,0
674,ramosaj01,30,MIA,39.2,,40,171,146,17,30,4,1,4,1,0,22,47,0.205,0.318,0.329,0.646,0.274,48,3,2,1,0,1,0
675,ramosaj01,30,NYM,19,,21,87,74,10,19,2,1,3,0,0,12,25,0.257,0.356,0.432,0.789,0.34,32,0,0,0,1,0,0
676,ramosed02,24,PHI,57.2,,59,256,225,29,57,7,3,4,2,2,28,75,0.253,0.335,0.364,0.699,0.361,82,3,0,2,1,3,3
677,ravinjo01,29,LAD,16.2,,14,71,61,12,12,1,3,4,1,0,9,19,0.197,0.31,0.508,0.818,0.211,31,1,1,0,0,1,0
678,rayro02,25,ARI,162,,28,665,582,57,116,18,2,23,8,8,71,218,0.199,0.29,0.356,0.646,0.27,207,8,5,4,3,3,5
679,reedad01,28,TOT,76,,77,306,287,24,65,12,1,11,0,1,15,76,0.226,0.266,0.39,0.656,0.267,112,1,1,1,2,3,0
680,reedad01,28,NYM,49,,48,200,192,14,49,9,1,6,0,0,6,48,0.255,0.275,0.406,0.681,0.307,78,1,0,0,2,1,0
681,reedad01,28,BOS,27,,29,106,95,10,16,3,0,5,0,1,9,28,0.168,0.248,0.358,0.606,0.177,34,0,1,1,0,2,0
682,reedco01,24,CIN,17.2,,12,79,60,11,11,4,0,3,0,0,19,17,0.183,0.38,0.4,0.78,0.2,24,3,0,0,0,3,1
683,reiniza01,24,DET,9.2,,10,47,43,8,16,2,0,3,0,0,3,5,0.372,0.404,0.628,1.032,0.361,27,1,0,0,1,0,0
684,rhameja01,24,NYM,9,,9,45,36,9,12,5,0,2,0,0,7,7,0.333,0.432,0.639,1.071,0.357,23,1,0,1,1,0,0
685,richacl01,33,SDP,197.1,,32,858,780,114,240,48,8,24,4,10,59,151,0.308,0.36,0.482,0.842,0.354,376,32,8,6,5,6,7
686,richaga01,29,LAA,27.2,,6,108,100,8,18,5,0,1,0,0,7,27,0.18,0.234,0.26,0.494,0.236,26,1,0,1,0,0,1
687,riosya01,24,PHI,16.1,,13,73,63,8,15,2,1,4,0,0,9,17,0.238,0.333,0.492,0.825,0.262,31,0,0,1,0,1,0
688,roarkta01,30,WSN,181.1,,32,776,701,105,178,31,4,23,8,5,64,166,0.254,0.321,0.408,0.729,0.302,286,16,6,3,2,5,9
689,roberda08,32,TOT,68.1,,61,264,237,14,35,8,0,6,1,0,23,98,0.148,0.231,0.257,0.488,0.216,61,4,3,0,1,5,1
690,roberda08,32,CHW,33.1,,31,132,119,10,21,5,0,4,1,0,11,47,0.176,0.258,0.319,0.577,0.25,38,2,2,0,0,3,0
691,roberda08,32,NYY,35,,30,132,118,4,14,3,0,2,0,0,12,51,0.119,0.205,0.195,0.399,0.182,23,2,1,0,1,2,1
692,robleha01,26,NYM,56.2,,46,247,208,31,47,6,2,10,3,2,29,60,0.226,0.332,0.418,0.75,0.264,87,3,5,3,2,2,1
693,rodnefe01,40,ARI,55.1,,61,231,200,29,40,6,1,3,5,2,26,65,0.2,0.297,0.285,0.582,0.278,57,3,2,2,1,3,2
694,rodonca01,24,CHW,69.1,,12,297,260,35,64,14,0,12,12,2,31,76,0.246,0.331,0.438,0.77,0.299,114,7,3,1,2,0,3
695,rodried05,24,BOS,137.1,,25,582,523,66,126,33,3,19,2,3,50,150,0.241,0.312,0.424,0.736,0.3,222,6,5,1,3,1,3
696,rodrifr03,35,DET,25.1,,28,118,106,23,31,10,0,9,3,1,11,23,0.292,0.364,0.642,1.006,0.297,68,0,1,0,0,1,1
697,rodrijo06,25,PHI,27,,26,134,114,26,37,9,0,4,0,0,15,18,0.325,0.421,0.509,0.93,0.359,58,6,4,1,0,3,3
698,rodriri04,24,TEX,13,,16,60,54,9,17,3,0,3,1,0,4,11,0.315,0.367,0.537,0.904,0.341,29,0,1,0,1,0,0
699,rodriri05,27,BAL,5.2,,5,31,27,9,12,3,0,4,0,0,3,3,0.444,0.516,1,1.516,0.4,27,2,1,0,0,1,0
700,roech01,30,TOT,10.2,,12,44,38,5,7,1,0,1,1,0,5,13,0.184,0.295,0.289,0.585,0.25,11,1,1,0,0,0,1
701,roech01,30,ATL,2,,3,13,10,4,3,0,0,0,0,0,2,1,0.3,0.462,0.3,0.762,0.333,3,0,1,0,0,0,1
702,roech01,30,TBR,8.2,,9,31,28,1,4,1,0,1,1,0,3,12,0.143,0.226,0.286,0.512,0.2,8,1,0,0,0,0,0
703,rogerta01,26,MIN,55.2,,69,237,211,20,52,8,0,6,4,1,21,49,0.246,0.323,0.37,0.693,0.295,78,4,3,2,0,5,1
704,romansa01,23,CIN,87,,16,384,331,49,91,27,2,9,2,4,37,73,0.275,0.349,0.45,0.799,0.322,149,5,4,6,6,2,2
705,romeren01,26,WSN,55.2,,53,245,217,26,55,10,1,7,10,2,23,65,0.253,0.331,0.406,0.736,0.327,88,6,3,0,2,2,5
706,rominan01,31,DET,1,,2,6,3,0,1,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0.25,1,0,1,0,1,0,0
707,romose01,34,TOT,55.2,,55,224,203,23,42,9,0,9,5,1,19,59,0.207,0.277,0.384,0.661,0.243,78,3,1,0,1,2,2
708,romose01,34,LAD,25,,30,108,96,17,23,6,0,7,1,1,12,31,0.24,0.324,0.521,0.845,0.276,50,1,0,0,0,1,1
709,romose01,34,TBR,30.2,,25,116,107,6,19,3,0,2,4,0,7,28,0.178,0.233,0.262,0.494,0.218,28,2,1,0,1,1,1
710,rondobr01,26,DET,15.2,,21,76,64,19,21,4,1,1,2,1,10,22,0.328,0.421,0.469,0.89,0.476,30,0,1,0,1,2,0
711,rondohe01,29,CHC,57.1,,61,237,215,30,50,9,1,10,6,1,20,69,0.233,0.301,0.423,0.724,0.294,91,6,1,1,0,0,0
712,rosarra01,23,MIN,2.1,,2,15,14,8,7,2,0,1,0,0,0,2,0.5,0.533,0.857,1.39,0.545,12,0,1,0,0,0,0
713,rosentr01,27,STL,47.2,,50,202,176,20,37,1,1,3,1,1,20,76,0.21,0.294,0.278,0.572,0.34,49,1,2,1,3,0,2
714,rossjo01,24,WSN,73.2,,13,323,296,44,88,17,1,16,2,0,20,68,0.297,0.344,0.524,0.867,0.34,155,7,1,5,0,2,0
715,rossro01,28,BOS,9,,8,45,37,7,12,1,1,0,0,0,5,9,0.324,0.444,0.405,0.85,0.429,15,2,3,0,0,1,0
716,rossty01,30,TEX,49,,12,238,193,46,53,13,0,7,10,0,37,36,0.275,0.405,0.451,0.856,0.305,87,6,6,0,1,0,3
717,rosscza01,29,TOT,7.2,,10,32,31,4,9,1,0,2,0,0,0,10,0.29,0.29,0.516,0.806,0.368,16,1,0,0,0,0,0
718,rosscza01,29,CHC,0.2,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,rosscza01,29,COL,7,,9,30,29,4,9,1,0,2,0,0,0,10,0.31,0.31,0.552,0.862,0.412,16,1,0,0,0,0,0
720,rowlech01,26,TOR,18.2,,6,89,79,14,24,2,3,4,1,0,10,11,0.304,0.382,0.557,0.939,0.313,44,1,0,0,0,0,0
721,rucindr01,28,MIN,4.1,,2,23,21,5,10,2,0,2,0,0,2,5,0.476,0.522,0.857,1.379,0.571,18,1,0,0,0,0,0
722,ruizca01,38,SEA,1,,1,7,5,1,2,1,0,1,0,0,2,1,0.4,0.571,1.2,1.771,0.333,6,0,0,0,0,0,0
723,ruizjo01,22,SDP,1,,1,4,3,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,0,0,0,0,0
724,runzlda01,32,PIT,4,,8,20,18,4,7,2,0,2,0,0,2,4,0.389,0.45,0.833,1.283,0.417,15,0,0,0,0,0,1
725,rusinch01,30,COL,85,,60,340,313,31,75,8,1,9,2,3,19,71,0.24,0.287,0.358,0.645,0.28,112,10,3,2,3,1,3
726,ryanky01,25,DET,5.2,,8,29,21,5,9,1,0,0,1,0,7,1,0.429,0.552,0.476,1.028,0.429,10,4,0,0,1,1,0
727,ryuhy01,30,LAD,126.2,,25,541,487,58,128,27,2,22,2,1,45,116,0.263,0.33,0.462,0.792,0.303,225,11,4,4,1,3,6
728,rzepcma01,31,SEA,31.1,,64,137,115,16,29,4,0,2,3,1,20,25,0.252,0.368,0.339,0.707,0.307,39,6,1,0,0,5,1
729,sabatc.01,36,NYY,148.2,,27,623,566,64,139,20,3,21,4,5,50,120,0.246,0.312,0.403,0.715,0.278,228,10,5,2,0,1,3
730,salasfe01,32,TOT,58.2,,61,263,229,39,67,13,0,7,5,3,22,56,0.293,0.345,0.441,0.786,0.347,101,4,0,5,7,6,6
731,salasfe01,32,NYM,45,,48,214,187,35,60,9,0,7,4,3,20,47,0.321,0.381,0.481,0.862,0.39,90,3,0,4,3,6,5
732,salasfe01,32,LAA,13.2,,13,49,42,4,7,4,0,0,1,0,2,9,0.167,0.188,0.262,0.449,0.189,11,1,0,1,4,0,1
